33653ME010180800_2018_G902180001,33653ME010180800_2018_G902180001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G902790001,33653ME010180800_2018_G902790001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G903320001,33653ME010180800_2018_G903320001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G907580001,33653ME010180800_2018_G907580001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G907980001,33653ME010180800_2018_G907980001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G908150001,33653ME010180800_2018_G908150001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G908170001,33653ME010180800_2018_G908170001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G908240001,33653ME010180800_2018_G908240001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G908250001,33653ME010180800_2018_G908250001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G908950001,33653ME010180800_2018_G908950001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G909020001,33653ME010180800_2018_G909020001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G909140001,33653ME010180800_2018_G909140001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G909150001,33653ME010180800_2018_G909150001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G909180001,33653ME010180800_2018_G909180001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G909280001,33653ME010180800_2018_G909280001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G909360001,33653ME010180800_2018_G909360001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G910820001,33653ME010180800_2018_G910820001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G912620001,33653ME010180800_2018_G912620001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G912720001,33653ME010180800_2018_G912720001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G912730001,33653ME010180800_2018_G912730001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G914480001,33653ME010180800_2018_G914480001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G915030001,33653ME010180800_2018_G915030001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G915040001,33653ME010180800_2018_G915040001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180800_2018_G915070001,33653ME010180800_2018_G915070001,a,Community Advantage Gold,12/01/2018,Not Specified
33653ME010180900_2018_G907730001,33653ME010180900_2018_G907730001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G907770001,33653ME010180900_2018_G907770001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G907780001,33653ME010180900_2018_G907780001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G907970001,33653ME010180900_2018_G907970001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G908330001,33653ME010180900_2018_G908330001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G908780001,33653ME010180900_2018_G908780001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G908850001,33653ME010180900_2018_G908850001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G912570001,33653ME010180900_2018_G912570001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G912600001,33653ME010180900_2018_G912600001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G912650001,33653ME010180900_2018_G912650001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G914280001,33653ME010180900_2018_G914280001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G914400001,33653ME010180900_2018_G914400001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G914660001,33653ME010180900_2018_G914660001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G914860001,33653ME010180900_2018_G914860001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G915070001,33653ME010180900_2018_G915070001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G919360001,33653ME010180900_2018_G919360001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G919430001,33653ME010180900_2018_G919430001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010180900_2018_G919540001,33653ME010180900_2018_G919540001,a,Community Prime Gold,12/01/2018,Not Specified
33653ME010181000_2018_G907770001,33653ME010181000_2018_G907770001,a,Community Beacon HSA Silver,12/01/2018,Not Specified
33653ME010181000_2018_G907970001,33653ME010181000_2018_G907970001,a,Community Beacon HSA Silver,12/01/2018,Not Specified
33653ME010181100_2018_G902060001,33653ME010181100_2018_G902060001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G908000001,33653ME010181100_2018_G908000001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G908810001,33653ME010181100_2018_G908810001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G909290001,33653ME010181100_2018_G909290001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G909360001,33653ME010181100_2018_G909360001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G912630001,33653ME010181100_2018_G912630001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G913250001,33653ME010181100_2018_G913250001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G914550001,33653ME010181100_2018_G914550001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G914720001,33653ME010181100_2018_G914720001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G915020001,33653ME010181100_2018_G915020001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G915170001,33653ME010181100_2018_G915170001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181100_2018_G919450001,33653ME010181100_2018_G919450001,a,Community Progress Bronze,12/01/2018,Not Specified
33653ME010181200_2018_G907830001,33653ME010181200_2018_G907830001,a,Community Select Silver,12/01/2018,Not Specified
33653ME010181200_2018_G914730001,33653ME010181200_2018_G914730001,a,Community Select Silver,12/01/2018,Not Specified
33653ME010181200_2018_G914910001,33653ME010181200_2018_G914910001,a,Community Select Silver,12/01/2018,Not Specified
33653ME010181300_2018_G907030001,33653ME010181300_2018_G907030001,a,Community Assure Silver,12/01/2018,Not Specified
33653ME010181300_2018_G912720001,33653ME010181300_2018_G912720001,a,Community Assure Silver,12/01/2018,Not Specified
33653ME010181300_2018_G914400001,33653ME010181300_2018_G914400001,a,Community Assure Silver,12/01/2018,Not Specified
33653ME010181300_2018_G914600001,33653ME010181300_2018_G914600001,a,Community Assure Silver,12/01/2018,Not Specified
33653ME010181300_2018_G914780001,33653ME010181300_2018_G914780001,a,Community Assure Silver,12/01/2018,Not Specified
33653ME010181300_2018_G914820001,33653ME010181300_2018_G914820001,a,Community Assure Silver,12/01/2018,Not Specified
33653ME010181400_2018_G900480001,33653ME010181400_2018_G900480001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G903320001,33653ME010181400_2018_G903320001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G907210001,33653ME010181400_2018_G907210001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G907250001,33653ME010181400_2018_G907250001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G907780001,33653ME010181400_2018_G907780001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G908180001,33653ME010181400_2018_G908180001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G908380001,33653ME010181400_2018_G908380001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G908590001,33653ME010181400_2018_G908590001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G908760001,33653ME010181400_2018_G908760001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G908800001,33653ME010181400_2018_G908800001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G909060001,33653ME010181400_2018_G909060001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G909230001,33653ME010181400_2018_G909230001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G912670001,33653ME010181400_2018_G912670001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G914280001,33653ME010181400_2018_G914280001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G914490001,33653ME010181400_2018_G914490001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G914530001,33653ME010181400_2018_G914530001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G914690001,33653ME010181400_2018_G914690001,a,Community Merit Silver,12/01/2018,Not Specified
